1 	 1
1 	 1
1 	 1
1 	 1
1 	 1
1 	 1
1 	 1
1 	 1
1 	 1
1 	 1
1 	 1
1 	 1
1 	 1
1 	 1
1 	 1
1 	 1
1 	 1
1 	 1
1 	 1
1 	 1
1 	 1
1 	 1
1 	 1
1 	 1
1 	 1
1 	 1
1 	 1
1 	 1
1 	 1
1 	 1
1 	 1
1 	 1
1 	 1
1 	 1
1 	 1
1 	 1
1 	 1
1 	 1
1 	 1
1 	 1
1 	 1
1 	 1
1 	 1
1 	 1
1 	 1
1 	 1
1 	 1
1 	 1
1 	 1
1 	 1
1 	 1
1 	 1
1 	 1
1 	 1
1 	 1
1 	 1
1 	 1
1 	 1
1 	 1
1 	 1
1 	 1
1 	 1
1 	 1
1 	 1
1 	 1
1 	 1
1 	 1
1 	 1
1 	 1
1 	 1
1 	 1
1 	 1
1 	 1
1 	 1
1 	 1
1 	 1
1 	 1
1 	 1
1 	 1
1 	 1
1 	 1
1 	 1
1 	 1
1 	 1
1 	 1
1 	 1
1 	 1
1 	 1
1 	 1
1 	 1
1 	 1
1 	 1
1 	 1
1 	 1
1 	 1
2 	 2
2 	 2
2 	 2
2 	 2
2 	 2
2 	 2
2 	 2
2 	 2
2 	 2
2 	 2
2 	 2
2 	 2
2 	 2
2 	 2
2 	 2
2 	 2
2 	 2
2 	 2
2 	 2
2 	 2
2 	 2
2 	 2
2 	 2
2 	 2
2 	 2
2 	 2
2 	 2
2 	 2
2 	 2
2 	 2
2 	 2
2 	 2
2 	 2
2 	 2
2 	 2
2 	 2
2 	 2
3 	 3
3 	 3
3 	 3
3 	 3
3 	 3
3 	 3
3 	 3
3 	 3
3 	 3
3 	 3
3 	 3
3 	 3
3 	 3
3 	 3
3 	 3
3 	 3
3 	 3
3 	 3
3 	 3
3 	 3
3 	 3
3 	 3
3 	 3
3 	 3
3 	 3
3 	 3
3 	 3
3 	 3
3 	 3
3 	 3
3 	 3
3 	 3
3 	 3
3 	 3
3 	 3
4 	 4
4 	 4
4 	 4
4 	 4
4 	 4
4 	 4
4 	 4
4 	 4
4 	 4
4 	 4
4 	 4
4 	 4
4 	 4
4 	 4
4 	 4
4 	 4
4 	 4
4 	 4
4 	 3
4 	 4
4 	 4
4 	 4
4 	 4
4 	 3
4 	 4
4 	 4
4 	 4
4 	 3
4 	 3
4 	 4
5 	 5
5 	 4
5 	 5
5 	 5
5 	 5
5 	 5
5 	 5
5 	 5
5 	 4
5 	 5
5 	 5
5 	 5
5 	 4
5 	 5
5 	 5
5 	 5
5 	 5
5 	 5
5 	 5
5 	 5
5 	 5
5 	 5
5 	 5
5 	 5
5 	 5
5 	 5
5 	 5
5 	 5
5 	 2
5 	 5
5 	 5
5 	 5
5 	 5
5 	 5
6 	 6
6 	 6
6 	 6
6 	 6
6 	 6
6 	 6
6 	 6
6 	 6
6 	 6
6 	 6
6 	 6
6 	 6
6 	 6
6 	 6
6 	 6
6 	 6
6 	 6
6 	 6
6 	 6
7 	 7
7 	 7
7 	 7
7 	 7
7 	 7
7 	 7
7 	 7
7 	 7
7 	 7
7 	 7
7 	 7
7 	 6
7 	 7
7 	 7
7 	 7
